"Name","abv","year","PriceRetail","Appellation_Region_Name","Varietal_Name","Varietal_WineType_Name","Winemakers_Notes"
"Yves Cuilleron L'Amarybelle St. Joseph 2009",13,2009,43.99,"France - Rhone","Syrah/Shiraz","Red Wines","A complex nose of ripe Syrah, with notes of red and black fruits, spice and leather. The mouthfeel is fleshy, and the wine's tannic structure imparts texture and length. Try with barbeque lamb."
"Freemark Abbey Cabernet Sauvignon 2011",13.5,2011,54.99,"California","Cabernet Sauvignon","Red Wines","The 2011 Cabernet has an opaque, youthful dark ruby color. The aromas of dark cherry, ripe Santa Rosa plum and black currant are integrated with the spicy sweetness of oak, cedar, cinnamon, and clove. With the subtle sweet aroma of dried figs, black pepper, dried herbs and dark chocolate, this wine has an abundance of complex aromas and flavors. The body is very full with a soft entry, coupled with bright dark cherry/berry flavors that develop from start to finish. With great texture and mouth feel, this Cabernet is full bodied, rich and opulent. In one word... delicious."
"Francis Ford Coppola Diamond Collection Merlot 2010",13.8,2010,18.99,"California","Merlot","Red Wines","This Merlot combines fruit from Napa, Sonoma and Monterey. The flavors and textures unique to each region harmonize perfectly to create a wine that has dark succulent fruit balanced by natural acidity. Intense aromatics of raspberry and blueberry lead to flavors of crushed berries, vanilla and leather, which are wrapped up in a soft, smooth tannin structure. Blend: 80% Merlot, 19% Petite Sirah, 1% Syrah"
"McIntyre Kimberly Vineyards Merlot 2011",14.5,2011,19.99,"California","Merlot","Red Wines","Dark and concentrated, this standup Merlot offers plenty of red currant, cedar and crushed violet character with entrancing hints of dried herbs. This is an opulent Merlot that will benefit from years of proper age as its supple tannins integrate and soften. Pair with grilled prime rib or a chipotle onion-topped Angus burger."
"Luce Della Vite Brunello di Montalcino 2006",15.5,2006,119,"Italy","Sangiovese","Red Wines","The overall judgement on the 2006 vintage is very positive, in particular for the quality level of the grapes brought in. Spring was characterised by temperate conditions, scarce rains, and lack of heat stress, all of which favored sound, healthy fruit. Light rains during the summer helped maintain groundwater reserves for the vines. August was not excessively hot, with the result that ripeness in the various sections of the grape (pulp, skin, pip) developed evenly and with good balance. September and October brought sunny days, dry and crisp, which were the desired conditions for producing all of the qualities necessary to the making of high-quality, firmly-structured wines. Luce Brunello appears ruby red with garnet highlights. Fragrances of wild berry fruit, such as blueberry and redcurrant, predominate on the nose; crisp notes of citrus follow, succeeded in turn by spicier impressions of forest underbrush, tobacco leaf, pencil lead, and black pepper, all lifted by intriguing nuances of star anice and China Calassaja bark. It develops full-bodied and warm in the mouth, with a forceful suite of tannins. This is a wine of incredible concentration and near-endless progression and finish."
"Black Stallion Winery Estate Cabernet Sauvignon 2009",14.5,2009,28.99,"California","Cabernet Sauvignon","Red Wines","The 2009 vintage is medium-bodied and balanced with an enticing nose of black cherry, blackberry and nuances of vanilla spice. On the palate, rich dark fruits of plum, black currant, cassis and cherry combine wine well-integrated tannins followed by a pleasant, lingering finish. This rich, fruit-forward wine calls for succulent, flavorful dishes such as grilled steak with frites, creamy blue cheeses, pepper-rubbed pork chops, duck breast with grilled plums - or even a juicy burger with caramelized onions."
"Spellbound Petite Sirah 2008",13.5,2008,15.79,"California","Petite Sirah","Red Wines","Intensity of color, rich black and brambly fruits, vanilla bean and roasting coffee aromatics are complimented by remarkable approachability in the 2008 Spellbound Petite Sirah. The wine is crafted to unleash dark and luscious characteristics, while managing tannins to deliver an opulent and juicy Petite Sirah. This lush yet easy drinking wine provides intense berry character, with superb texture you will find in no other Petite Sirah but Spellbound."
"Edge Cabernet Sauvignon 2008",14.8,2008,19.99,"California","Cabernet Sauvignon","Red Wines","This supple and lush wine immediately opens to flavors of blackberry, clove and hints of vanilla. The medium bodied palate is balanced with flavors of eucalyptus, sweet plums, ripe cherry and hints of tobacco, while the finish is accentuated by nice acidity and subtle oak flavors. Drinkability: Now to 2015."
"Conti Costanti Brunello di Montalcino 2007",13.6,2007,88,"Italy","Sangiovese","Red Wines","Brilliant ruby in color, the intense, ripe aromas of berry fruit prelude a lush and full-bodied palate, gorgeous tannis and nice structure, good longevity."
"Leone de Castris Primitivo di Manduria Villa Santera 2009",15.2,2009,19.99,"Italy","Primitivo","Red Wines","The Primitivo di Manduria Villa Santera is rich purple in color. The bouquet is rich in cherry, spiced tobacco and toasted notes. It is a full-bodied wine, warm and soft on the palate with flavors that continue to evolve. Perfect to accompany roasted meats, savory first courses and aged cheeses."
"Catena Zapata Adrianna Vineyard Malbec 2008",14.5,2008,120,"South America","Malbec","Red Wines","The Catena Zapata Adrianna is a violet with black tones malbec from the highest Catena ´s family vineyard. It offers aromas of ripe red fruits, lavender, violets, coconut and tobacco. Powerful and deep, with a grip and flavors of cassis, dark chocolate and minerals. With liquor notes, remarkable concentration, and structure tannins. Try with beef tenderloin with summer vegetables and sesame rice."
"Elio Grasso Gavarini Vigna Chiniera Barolo (1.5 Liter Magnum) 2007",14.5,2007,170,"Italy","Nebbiolo","Red Wines","The 2007 is a potent vintage, but very elegant at the same time. This wine is very drinkable; the tannins are already perfectly integrated into the wine. The Gavarini Chiniera is very complex providing more darker fruit characteristics and important tannins. Perfect those who wants enjoy a young Barolo in top form."
"Long Meadow Ranch Cabernet Sauvignon 2007",13.7,2007,48.99,"California","Cabernet Sauvignon","Red Wines","This fruit forward Cabernet Sauvignon shows off Long Meadow Ranch's terroir. The nose offers concentrated dark red fruits, black tea smokiness, sweet cedar bark, and black pepper. The full, pleasing entry introduces plush, soft tannins that persist to the finish. Seamless and sweetly extracted, this wine reveals layers of flavors in the progression on the palate. Its youthful style allows it to open beautifully, whether in your glass or over time in your cellar."
"Allegrini Amarone 2007",15.5,2007,79.99,"Italy","Other Red Wine","Red Wines","Amarone, the exclusive symbol of Valpolicella Classica, is a highly structured, complex, elegant and velvety wine. It has an intense ruby red colour and a warm, spicy bouquet reminiscent of raisined fruit."
"Henschke Mt. Edelstone Shiraz 2008",14.5,2008,124,"Australia","Syrah/Shiraz","Red Wines","Deep red with violet hues. Rich aromas of spicy plums, blackberries, anise and sage oil with hints of tar, pepper and cedar. The intensely fruited palate is concentrated, rich and lush with excellent balance, velvety tannins and a long finish."
"Stonestreet Monument Ridge Cabernet Sauvignon 2007",14.5,2007,45,"California","Cabernet Sauvignon","Red Wines","Opaque in color, the Monument Ridge Cabernet Sauvignon conveys aromas and flavors of black cherry, damson plum, blueberry, cardamom, dried herbs and orange peel. The palate is striking for its concentration, all held in check by firm, gravelly tannins and a distinct sagebrush note so common to the wines from this ridge. Monument Ridge Cabernet Sauvignon is sourced from a handful of blocks situated on the spine of the primary mountain crest that runs through the estate. These blocks, ranging in elevation from 800 to 2,400 feet are blended to personify the ridgeline, which is comprised of a wide variety of soils, solid exposure to the sun and breeze and - as the fogline stops at 1,800 feet - two very different mesoclimates found on either end of this dividing line."
"Dancing Hares  2008",14.8,2008,125,"California","Bordeaux Red Blends","Red Wines","All four varieties on the estate added to the depth and hedonistic pleasure of the 2008 Dancing Hares, though Cabernet Sauvignon and Cabernet Franc provided the bulk of the blend. There is a fresh, vibrant character to the wine, with aromas and flavors of fresh-cut black cherries, ripe raspberries, and blueberry pie. The tannins are seamlessly integrated with the fruit, and the finish seems to go on for minutes. This is definitely a wine that delivers immediately in its youth, and that should be on an upward trajectory for years to come. Blend: 45% Cabernet Sauvignon, 31% Cabernet Franc, 20% Merlot, 4% Petit Verdot"
"Ottimino Ranch Bello 2006",14.8,2006,26,"California","Zinfandel","Red Wines","Black cherry and pomegranate aromas are laced with hints of white pepper, Occidental dust, and vanillin spice. The palate entry has gobs of fruit, with cherry, bramble and ripe strawberry at the core. Smooth, round tannins anchor a great depth and concentration of flavor, and the excellent balance makes this Zinfandel a great food wine. 100% Zinfandel"
"Selvapiana Chianti Rufina 2010",13.5,2010,18.99,"Italy","Sangiovese","Red Wines","Sangiovese and Canaiolo traditional and delicious. Black and red fruits, spice, Tuscan earth all wrapped in silky tannins and a smooth dry finish."
"Anam Cara Nicholas Estate Pinot Noir 2008",14,2008,29.99,"Oregon","Pinot Noir","Red Wines","Our flagship wine represents the entire vineyard with all five mature blocks of Pinot Noir included in the final blend. We farm the vineyard ourselves to exacting standards and pay continuous attention to its progress throughout the growing season. Being in tune with the rhythm of the vines allows us to respond quickly to any challenges and results in exceptional fruit in every vintage."
